CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Test Method,Chemical Purity Mean Op,Chemical Purity Mean(%),Chemical Purity Min(%),Chemical Purity Max(%),Species Scientific Name,Species Common Name,Organism Lifestage,Organism Age Mean Op,Organism Age Mean,Organism Age Min Op,Organism Age Min,Organism Age Max Op,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Conc 2 Type (Standardized),Conc 2 Mean Op (Standardized),Conc 2 Mean (Standardized),Conc Min 2 (Standardized),Conc 2 Max (Standardized),Conc 2 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Units (Days),Chemical Formulation,Chemical DTXSID,DOI,Study Type,Test Type,Result Sample Unit,BCF 1 Unit,BCF 2 Unit,Result Comment,General Comments,Author,Reference Number,Title,Source,Publication Year,Citation,log_LC50
51036,"5-[[2-(2-Butoxyethoxy)ethoxy]methyl]-6-propyl-1,3-benzodioxole","Technical grade, technical product, technical formulation",Not coded,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,6.2,,5.47,,7.02,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID1021166,,,Acute,,--,,,CONTR/STD METHODS USED//   ,U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992,"U.S. Environmental Protection Agency (1992). Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C., ECOREF#:344",0.7923916894982539
51285,"2,4-Dinitrophenol",,Measured,Not reported,,85.0,,,Pimephales promelas,Fathead Minnow,,,32.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,10.6,,9.57,,11.8,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,,,Acute,,--,,,SOURCE/US EPA ENVIRONMENTAL RESEARCH LABORATORY DULUTH AND THE UNIVERSITY OF WISCONSIN SUPERIOR//MEDIA/FILTERED LAKE SUPERIOR WATER OR DECHLORINATED CITY OF SUPERIOR WISCONSIN WATER//   ,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke",12447,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:326 p.",1985,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke (1985). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 326 p. ECOREF#:12447",1.0253058652647702
51285,"2,4-Dinitrophenol",,Measured,Not reported,,85.0,,,Pimephales promelas,Fathead Minnow,,,34.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,10.6,,9.53,,11.9,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,,,Acute,,--,,,SOURCE/US EPA ENVIRONMENTAL RESEARCH LABORATORY DULUTH AND THE UNIVERSITY OF WISCONSIN SUPERIOR//MEDIA/FILTERED LAKE SUPERIOR WATER OR DECHLORINATED CITY OF SUPERIOR WISCONSIN WATER//   ,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke",12447,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:326 p.",1985,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke (1985). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 326 p. ECOREF#:12447",1.0253058652647702
51285,"2,4-Dinitrophenol",,Measured,Not coded,>=,95.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,26.0,,34.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,11.1,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID0020523,10.1002/etc.5620140920,,,,--,,,,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund",15031,Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals,Environ. Toxicol. Chem.14(9): 1591-1605,1995,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund (1995). Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals. Environ. Toxicol. Chem., 14, (9), 1591-1605. doi:10.1002/etc.5620140920. ECOREF#:15031",1.0453229787866574
51285,"2,4-Dinitrophenol",,Measured,Not reported,,85.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,19.4,,18.5,,20.4,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,,,Acute,,--,,,SOURCE/US EPA ENVIRONMENTAL RESEARCH LABORATORY DULUTH AND THE UNIVERSITY OF WISCONSIN SUPERIOR//MEDIA/FILTERED LAKE SUPERIOR WATER OR DECHLORINATED CITY OF SUPERIOR WISCONSIN WATER//   ,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke",12447,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:326 p.",1985,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke (1985). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 326 p. ECOREF#:12447",1.287801729930226
51285,"2,4-Dinitrophenol",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,6.58,,5.86,,7.39,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,,,Acute,,--,,,SOURCE/US EPA ENVIRONMENTAL RESEARCH LABORATORY DULUTH AND THE UNIVERSITY OF WISCONSIN SUPERIOR//MEDIA/FILTERED LAKE SUPERIOR WATER OR DECHLORINATED CITY OF SUPERIOR WISCONSIN WATER//   ,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke",12447,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:326 p.",1985,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke (1985). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 326 p. ECOREF#:12447",0.8182258936139555
51285,"2,4-Dinitrophenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,28.0,,38.0,Day(s),Flow-through,Fresh water,Lab,6,Active ingredient,,6.58,,5.86,,7.39,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,,,,,--,," DNUM/6//DOSES/1890/2640/3880/6000/9840 ug/L//TESTID/1//OEF/MIXTURE, ACUTE TO CHRONIC RATIO////","   DNUM/6//DOSES/1890/2640/3880/6000/9840 ug/L//TESTID/1//OEF/MIXTURE, ACUTE TO CHRONIC RATIO////","Call,D.J., S.H. Poirier, C.A. Lindberg, S.L. Harting, T.P. Markee, L.T. Brooke, N. Zarvan, and C.E. Northcott",14097,Toxicity of Selected Uncoupling and Acetylcholinesterase-Inhibiting Pesticides to the Fathead Minnow (Pimephales promelas),"In: D.L.Weigmann (Ed.), Pesticides in Terrestrial and Aquatic Environments, Proc.Natl.Res.Conf., Virginia Polytechnic Inst.and State Univ., Blacksburg, VA:317-336",1989,"Call,D.J., S.H. Poirier, C.A. Lindberg, S.L. Harting, T.P. Markee, L.T. Brooke, N. Zarvan, and C.E. Northcott (1989). Toxicity of Selected Uncoupling and Acetylcholinesterase-Inhibiting Pesticides to the Fathead Minnow (Pimephales promelas). In: D.L.Weigmann (Ed.), Pesticides in Terrestrial and Aquatic Environments, Proc.Natl.Res.Conf., Virginia Polytechnic Inst.and State Univ., Blacksburg, VA, 317-336. ECOREF#:14097",0.8182258936139555
51285,"2,4-Dinitrophenol",,Measured,Not coded,,85.0,,,Pimephales promelas,Fathead Minnow,,,,,47.0,,50.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,8.15,,7.66,,8.68,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID0020523,,,,,--,," Behavioral observations were not recorded.  Individual lengths and weights of the test fish were not recorded;G// however, the calculated mean weight was 0.18 g.  NaOH was mixed with the chemical to increase its solubility rate in ","   Behavioral observations were not recorded.  Individual lengths and weights of the test fish were not recorded;G// however, the calculated mean weight was 0.18 g.  NaOH was mixed with the chemical to increase its solubility rate in ","Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217",0.9111576087399766
51285,"2,4-Dinitrophenol",,Measured,Not reported,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,"Aquatic, unspecified",Fresh water,Lab,6,Active ingredient,,16.7,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,,,,,--,,,,"Call,D.J., L.T. Brooke, and N. Ahmad",120926,"Toxicity, Bioconcentration, and Metabolism of Selected Chemicals in Aquatic Organisms","Fourth Quarterly Progress Report to EPA, Agreement No.CR 806864020, University of Wisconsin, Superior, WI:80 p.",1980,"Call,D.J., L.T. Brooke, and N. Ahmad (1980). Toxicity, Bioconcentration, and Metabolism of Selected Chemicals in Aquatic Organisms. Fourth Quarterly Progress Report to EPA, Agreement No.CR 806864020, University of Wisconsin, Superior, WI, 80 p. ECOREF#:120926",1.2227164711475833
51285,"2,4-Dinitrophenol",,Measured,Not coded,,85.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,11.9,,10.3,,13.8,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID0020523,,,,,--,," Affected fish lost schooling behavior, were overreactive to external stimuli and had increased respiration.  Equilibrium loss was observed prior to death.  The reduced purity was caused by waters of hydration.  Two acute tests were run ","   Affected fish lost schooling behavior, were overreactive to external stimuli and had increased respiration.  Equilibrium loss was observed prior to death.  The reduced purity was caused by waters of hydration.  Two acute tests were run ","Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217",1.0755469613925308
51285,"2,4-Dinitrophenol",,Measured,American Society for Testing and Materials,>=,95.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,26.0,,34.0,Day(s),Flow-through,Fresh water,Lab,6,Active ingredient,,16.5,,14.5,,18.7,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,10.1897/05-094R.1,,Acute,,--,,,,"Broderius,S.J., M.D. Kahl, G.E. Elonen, D.E. Hammermeister, and M.D. Hoglund",86254,A Comparison of the Lethal and Sublethal Toxicity of Organic Chemical Mixtures to the Fathead Minnow (Pimephales promelas),Environ. Toxicol. Chem.24(12): 3117-3127,2005,"Broderius,S.J., M.D. Kahl, G.E. Elonen, D.E. Hammermeister, and M.D. Hoglund (2005). A Comparison of the Lethal and Sublethal Toxicity of Organic Chemical Mixtures to the Fathead Minnow (Pimephales promelas). Environ. Toxicol. Chem., 24, (12), 3117-3127. doi:10.1897/05-094R.1. ECOREF#:86254",1.2174839442139063
51285,"2,4-Dinitrophenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,8.39,,7.88,,8.93,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,10.1007/BF01055420,,,,--,,,,"Holcombe,G.W., G.L. Phipps, A.H. Sulaiman, and A.D. Hoffman",12665,"Simultaneous Multiple Species Testing: Acute Toxicity of 13 Chemicals to 12 Diverse Freshwater Amphibian, Fish, and Invertebrate Families",Arch. Environ. Contam. Toxicol.16:697-710,1987,"Holcombe,G.W., G.L. Phipps, A.H. Sulaiman, and A.D. Hoffman (1987). Simultaneous Multiple Species Testing: Acute Toxicity of 13 Chemicals to 12 Diverse Freshwater Amphibian, Fish, and Invertebrate Families. Arch. Environ. Contam. Toxicol., 16, 697-710. doi:10.1007/BF01055420. ECOREF#:12665",0.9237619608287003
51285,"2,4-Dinitrophenol",,Measured,Not coded,,85.0,,,Pimephales promelas,Fathead Minnow,,,31.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,11.0,,9.68,,12.6,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID0020523,,,,,--,," NaOH pellets were added to the stock, increasing the amount of chemical in solution.  The pH was then adjusted to that of lake NAter using HCl.  The chemical contained 15% water. Affected fish lost schooling behavior, were hyperactive and ","   NaOH pellets were added to the stock, increasing the amount of chemical in solution.  The pH was then adjusted to that of lake NAter using HCl.  The chemical contained 15% water. Affected fish lost schooling behavior, were hyperactive and ","Geiger,D.L., D.J. Call, and L.T. Brooke",12859,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume IV,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI4:355 p.",1988,"Geiger,D.L., D.J. Call, and L.T. Brooke (1988). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume IV. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 4, 355 p. ECOREF#:12859",1.0413926851582251
51285,"2,4-Dinitrophenol",,Measured,Not reported,,85.0,,,Pimephales promelas,Fathead Minnow,,,34.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,10.5,,9.32,,11.7,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,,,Acute,,--,,,SOURCE/US EPA ENVIRONMENTAL RESEARCH LABORATORY DULUTH AND THE UNIVERSITY OF WISCONSIN SUPERIOR//MEDIA/FILTERED LAKE SUPERIOR WATER OR DECHLORINATED CITY OF SUPERIOR WISCONSIN WATER//   ,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke",12447,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:326 p.",1985,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke (1985). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 326 p. ECOREF#:12447",1.021189299069938
51285,"2,4-Dinitrophenol",,Measured,American Society for Testing and Materials,>=,95.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,26.0,,34.0,Day(s),Flow-through,Fresh water,Lab,6,Active ingredient,,15.6,,13.8,,17.6,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,10.1897/05-094R.1,,Acute,,--,,,,"Broderius,S.J., M.D. Kahl, G.E. Elonen, D.E. Hammermeister, and M.D. Hoglund",86254,A Comparison of the Lethal and Sublethal Toxicity of Organic Chemical Mixtures to the Fathead Minnow (Pimephales promelas),Environ. Toxicol. Chem.24(12): 3117-3127,2005,"Broderius,S.J., M.D. Kahl, G.E. Elonen, D.E. Hammermeister, and M.D. Hoglund (2005). A Comparison of the Lethal and Sublethal Toxicity of Organic Chemical Mixtures to the Fathead Minnow (Pimephales promelas). Environ. Toxicol. Chem., 24, (12), 3117-3127. doi:10.1897/05-094R.1. ECOREF#:86254",1.1931245983544616
51285,"2,4-Dinitrophenol",,Measured,Not coded,>=,95.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,26.0,,34.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,16.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID0020523,10.1002/etc.5620140920,,,,--,,,,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund",15031,Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals,Environ. Toxicol. Chem.14(9): 1591-1605,1995,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund (1995). Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals. Environ. Toxicol. Chem., 14, (9), 1591-1605. doi:10.1002/etc.5620140920. ECOREF#:15031",1.2041199826559248
51285,"2,4-Dinitrophenol",,Measured,Not coded,,85.0,,,Pimephales promelas,Fathead Minnow,,,28.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,11.0,,8.78,,13.7,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID0020523,,,,,--,," NaOH pellets were added to the stock, increasing the amount of chemical in solution.  The pH was then adjusted to that of lake NAter using HCl.  The chemical contained 15% water. Affected fish lost schooling behavior, were hyperactive and ","   NaOH pellets were added to the stock, increasing the amount of chemical in solution.  The pH was then adjusted to that of lake NAter using HCl.  The chemical contained 15% water. Affected fish lost schooling behavior, were hyperactive and ","Geiger,D.L., D.J. Call, and L.T. Brooke",12859,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume IV,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI4:355 p.",1988,"Geiger,D.L., D.J. Call, and L.T. Brooke (1988). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume IV. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 4, 355 p. ECOREF#:12859",1.0413926851582251
51285,"2,4-Dinitrophenol",,Measured,Not coded,,85.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,13.3,,12.4,,14.3,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID0020523,,,,,--,," Affected fish lost schooling behavior, were overreactive to external stimuli and had increased respiration.  Equilibrium loss was observed prior to death.  The reduced purity was caused by waters of hydration.  Two acute tests were run ","   Affected fish lost schooling behavior, were overreactive to external stimuli and had increased respiration.  Equilibrium loss was observed prior to death.  The reduced purity was caused by waters of hydration.  Two acute tests were run ","Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217",1.1238516409670858
51285,"2,4-Dinitrophenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,30.0,,35.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,17.0,,16.0,,18.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,10.1007/BF01622141,,,,--,," CONTR/FOLLOWED EPA STANDARD METHODS//WQCD/MANUSCRIPT CALCULATION OF 16,700 REPORTED IN THE NP '80 WQCD; ONE OF TWO DATA POINTS THAT CORRESPOND TO THE DATA CITED IN THE WQCD//  ","   CONTR/FOLLOWED EPA STANDARD METHODS//WQCD/MANUSCRIPT CALCULATION OF 16,700 REPORTED IN THE NP '80 WQCD; ONE OF TWO DATA POINTS THAT CORRESPOND TO THE DATA CITED IN THE WQCD//  ","Phipps,G.L., G.W. Holcombe, and J.T. Fiandt",2189,Acute Toxicity of Phenol and Substituted Phenols to the Fathead Minnow,Bull. Environ. Contam. Toxicol.26(5): 585-593,1981,"Phipps,G.L., G.W. Holcombe, and J.T. Fiandt (1981). Acute Toxicity of Phenol and Substituted Phenols to the Fathead Minnow. Bull. Environ. Contam. Toxicol., 26, (5), 585-593. doi:10.1007/BF01622141. ECOREF#:2189",1.2304489213782739
51285,"2,4-Dinitrophenol",,Measured,American Society for Testing and Materials,>=,95.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,26.0,,34.0,Day(s),Flow-through,Fresh water,Lab,6,Active ingredient,,14.9,,12.9,,17.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,10.1897/05-094R.1,,Acute,,--,,,,"Broderius,S.J., M.D. Kahl, G.E. Elonen, D.E. Hammermeister, and M.D. Hoglund",86254,A Comparison of the Lethal and Sublethal Toxicity of Organic Chemical Mixtures to the Fathead Minnow (Pimephales promelas),Environ. Toxicol. Chem.24(12): 3117-3127,2005,"Broderius,S.J., M.D. Kahl, G.E. Elonen, D.E. Hammermeister, and M.D. Hoglund (2005). A Comparison of the Lethal and Sublethal Toxicity of Organic Chemical Mixtures to the Fathead Minnow (Pimephales promelas). Environ. Toxicol. Chem., 24, (12), 3117-3127. doi:10.1897/05-094R.1. ECOREF#:86254",1.173186268412274
51285,"2,4-Dinitrophenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,30.0,,35.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,17.0,,16.0,,17.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0020523,10.1007/BF01622141,,,,--,," CONTR/FOLLOWED EPA STANDARD METHODS//WQCD/MANUSCRIPT CALCULATION OF 16,700 REPORTED IN THE NP '80 WQCD; ONE OF TWO DATA POINTS THAT CORRESPOND TO THE DATA CITED IN THE WQCD// ","   CONTR/FOLLOWED EPA STANDARD METHODS//WQCD/MANUSCRIPT CALCULATION OF 16,700 REPORTED IN THE NP '80 WQCD; ONE OF TWO DATA POINTS THAT CORRESPOND TO THE DATA CITED IN THE WQCD// ","Phipps,G.L., G.W. Holcombe, and J.T. Fiandt",2189,Acute Toxicity of Phenol and Substituted Phenols to the Fathead Minnow,Bull. Environ. Contam. Toxicol.26(5): 585-593,1981,"Phipps,G.L., G.W. Holcombe, and J.T. Fiandt (1981). Acute Toxicity of Phenol and Substituted Phenols to the Fathead Minnow. Bull. Environ. Contam. Toxicol., 26, (5), 585-593. doi:10.1007/BF01622141. ECOREF#:2189",1.2304489213782739
51796,"Carbamic acid, Ethyl ester",,Measured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,,,31.0,,32.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,5240.0,,4960.0,,5540.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID9021427,,,,,--,," Affected fish lost schooling behavior, were hypoactive and underreactive to external stimuli and were darkly colored. Equilibrium loss was not observed prior to death.  The detection limit for the control tank was <0.004 g/l. ","   Affected fish lost schooling behavior, were hypoactive and underreactive to external stimuli and were darkly colored. Equilibrium loss was not observed prior to death.  The detection limit for the control tank was <0.004 g/l. ","Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217",3.7193312869837265
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester","Technical grade, technical product, technical formulation",Unmeasured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,180.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Active ingredient,DTXSID0021389,10.1577/1548-8659(1957)87[39:TOOPIT]2.0.CO;2,,,,--,, HARD/DILUTION WATER = 20 MG/L CACO3// ,   HARD/DILUTION WATER = 20 MG/L CACO3// ,"Henderson,C., and Q.H. Pickering",2155,Toxicity of Organic Phosphorus Insecticides to Fish,Trans. Am. Fish. Soc.87:39-51,1958,"Henderson,C., and Q.H. Pickering (1958). Toxicity of Organic Phosphorus Insecticides to Fish. Trans. Am. Fish. Soc., 87, 39-51. doi:10.1577/1548-8659(1957)87[39:TOOPIT]2.0.CO;2. ECOREF#:2155",2.255272505103306
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester",,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,"Aquatic, unspecified",Fresh water,Lab,,Formulation,,109.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0021389,,,,,--,,,,"Mayer,F.L.,Jr.",70421,Pesticides as Pollutants,"In: B.G.Liptak (Ed.), Environmental Engineer's Handbook, Chilton Book Co., Radnor, PA:405-418",1974,"Mayer,F.L.,Jr. (1974). Pesticides as Pollutants. In: B.G.Liptak (Ed.), Environmental Engineer's Handbook, Chilton Book Co., Radnor, PA, 405-418. ECOREF#:70421",2.037426497940624
52686,"P-(2,2,2-Trichloro-1-hydroxyethyl)phosphonic acid dimethyl ester","Technical grade, technical product, technical formulation",Unmeasured,Not coded,,99.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,110.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID0021389,10.1577/1548-8659(1962)91[175:TTOOPI]2.0.CO;2,,,,--,, AERATION// CONTR/FOLLOWED APHA STANDARD METHODS// ,   AERATION// CONTR/FOLLOWED APHA STANDARD METHODS// ,"Pickering,Q.H., C. Henderson, and A.E. Lemke",2893,The Toxicity of Organic Phosphorus Insecticides to Different Species of Warmwater Fishes,Trans. Am. Fish. Soc.91:175-184,1962,"Pickering,Q.H., C. Henderson, and A.E. Lemke (1962). The Toxicity of Organic Phosphorus Insecticides to Different Species of Warmwater Fishes. Trans. Am. Fish. Soc., 91, 175-184. doi:10.1577/1548-8659(1962)91[175:TTOOPI]2.0.CO;2. ECOREF#:2893",2.041392685158225
